UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
13.994585,12.962865,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,CD79A,HLA-DRA,MS4A1,CD79B,IGHD
-18.602947,-9.74939,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,AC020916.1,EGR1,NAMPT
0.07813789,-12.654095,CD4+ T naive,H1FX,IL7R,DUSP2,JUNB,FOS,HIST1H1D,CD7,ID2
-11.524758,14.511282,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,AHSP,TPT1,HBM
-2.668018,7.4845605,Normoblast,HBD,HBM,HBB,CA1,HBA2,HBA1,AHSP,TPT1
-1.5313319,-12.756433,CD4+ T activated,TRBC1,SAT1,TRAC,ARL4C,AL499604.1,H1FX,BCL11B,HBA1
10.368926,-2.269384,CD8+ T CD57+ CD45RA+,TPT1,CCL4,NKG7,CCL5,SYNE2,SYNE1,GNLY,TRAC
-4.113492,-4.782229,CD4+ T activated,IL7R,KLRB1,CD69,NEAT1,FOS,TRBC1,CCL5,ANXA1
-10.0966215,13.183729,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,HBM,AHSP,TPT1
-1.775665,-14.086226,CD4+ T naive,H1FX,DUSP2,FOS,JUNB,HBA2,TRBC2,PCED1B-AS1,AL499604.1
15.416741,16.134865,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGLC1,TCL1A,HLA-DRB1
-6.084992,12.721575,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBM,HBD,TPT1,CA1
-5.956193,5.6368504,Normoblast,HBB,HBA2,TPT1,HBA1,SLC25A37,HBD,ARL4A,TMCC2
-14.616608,13.97896,Reticulocyte,MALAT1,HBB,HBD,HBA2,HBA1,CA1,TPT1,AHSP
3.266853,5.4347844,Erythroblast,HIST1H4C,HBD,CA1,HBB,HBM,PRDX2,AHSP,HMGB2
-3.3585794,-12.4531975,CD4+ T naive,IL7R,PCED1B-AS1,TPT1,HIST1H4C,TNFAIP3,FOS,KLF6,TSHZ2
-10.112568,14.7344475,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,TPT1,FOS
2.0606174,3.8598661,Erythroblast,HBB,HBM,CA1,HBD,HBA1,TMSB10,HBA2,AHSP
3.0057592,8.394406,Erythroblast,HBD,HIST1H4C,HBM,AHSP,PRDX2,HMGB2,HBB,CA1
2.639548,7.555834,Erythroblast,HBD,HBM,HIST1H4C,MALAT1,AHSP,HBB,PRDX2,HBA1
-19.938026,-5.979314,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,MNDA,AC020656.1,FCN1,NEAT1
0.7963657,-8.679155,CD4+ T naive,JUNB,SAT1,FOS,MALAT1,HBD,HSP90B1,IL7R,TPT1
2.3992796,-12.018991,CD4+ T naive,JUN,ARL4C,H1FX,FOS,ANXA1,JUNB,S100A11,MALAT1
14.570456,16.159714,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,HLA-DQA1,TCL1A
1.2631979,-14.849564,CD4+ T naive,FOS,JUN,TRBC1,EGR1,JUNB,HBA1,AL499604.1,CD69
-3.3281019,7.5242057,Normoblast,HBM,CA1,HBB,HBD,HBA2,HBA1,TPT1,AHSP
-18.450836,-3.4892564,CD14+ Mono,LYZ,S100A8,S100A9,AC020656.1,LGALS1,MNDA,RNASE2,VCAN
-1.1936481,-11.476876,CD4+ T activated,CD69,FOS,MALAT1,JUNB,AL499604.1,GPR183,JUN,HBA2
-3.0132935,-8.309137,CD4+ T activated,IL7R,TRBC1,JUN,SAT1,FOS,AL499604.1,TRAC,KLF6
16.472992,15.965711,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,TCL1A,CD79B,HLA-DRB1
2.3319602,-14.712016,CD4+ T naive,JUNB,JUN,CD7,TPT1,S100A11,ARL4C,ANXA1,HBD
1.755194,-10.036634,CD4+ T naive,JUN,H1FX,TRBC1,HBD,TRAC,FOS,S100A11,HBA2
13.082205,-1.7163624,NK,GNLY,SYNE1,SYNE2,CCL5,GZMB,TPT1,IL7R,KLF6
-20.105896,-6.0018797,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,S100A12,FCN1,AC020916.1
-4.348495,-8.12446,CD4+ T activated,FOS,CRIP1,IL7R,TRBC1,S100A11,ANXA1,MALAT1,AP3M2
-5.668191,7.0914764,Normoblast,HBB,HBD,HBA2,TPT1,HBA1,HBM,SLC25A37,ARL4A
-1.6038251,-14.347385,CD4+ T naive,AL499604.1,JUNB,MALAT1,IL7R,HBA2,CRIP1,TNFAIP3,DDIT4
8.085749,-9.079691,CD8+ T naive,CD8B,CD8,KLRK1,HBD,HBA2,HBA1,HBB,AIF1
-20.049158,-6.403492,CD14+ Mono,S100A9,LYZ,S100A8,LGALS1,AC020656.1,NEAT1,MNDA,AC020916.1
8.328062,-1.6454995,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMH,CD8B,CCL4,KLRD1,TRBC2
-19.873608,-3.8919692,CD14+ Mono,S100A8,S100A9,LYZ,LGALS1,AC020916.1,MNDA,AC020656.1,RETN
15.414207,-3.2553537,NK,GNLY,CCL4,NKG7,CLIC3,CTSW,TYROBP,GZMB,KLRD1
-0.22526328,-14.677801,CD4+ T naive,FOS,JUNB,TRBC1,SAT1,CRIP1,AL499604.1,TPT1,JUN
-2.6591463,-8.636654,CD4+ T activated,IL7R,KLRB1,JUNB,FOS,ANXA1,S100A11,H1FX,SAT1
9.323555,-7.721087,CD8+ T naive,CD8B,CD8,CD8A,MALAT1,ARL4C,HBA1,KLRK1,HBD
-12.282513,11.1381855,Reticulocyte,MALAT1,HBA1,HBB,HBA2,HBD,TPT1,AHSP,CA1
-16.995663,-6.1276035,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,FCN1,SAT1,VCAN,MNDA
-20.769047,-5.358474,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,S100A12,MNDA,FCN1
-3.468333,7.5221314,Normoblast,HBB,HBM,HBA2,TPT1,HBA1,CA1,HBD,SLC25A37
-12.378157,15.073277,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,CA1,HBM,FOS
-5.6355944,5.3458505,Normoblast,HBB,TPT1,HBA1,HBA2,SLC25A37,HBD,ARL4A,TMCC2
-4.862263,-7.8366413,CD4+ T activated,CRIP1,JUN,FOS,NEAT1,S100A11,CD2,FOSB,ANXA1
3.5363526,8.750736,Erythroblast,HBD,HIST1H4C,HBM,CA1,PRDX2,AHSP,HBB,HMGB2
15.409353,15.836406,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD79A,TCL1A,CD69
14.240484,16.946554,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,TCL1A,CD79B,CD74,SAT1
13.065382,12.30077,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,IGLC3,CD74,CD79A,TCL1A,IGHD
-20.616442,-5.646433,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,LGALS1,AC020656.1,AC020916.1,S100A12
2.7583396,-14.036438,CD4+ T activated,TRBC1,JUNB,FOS,DUSP2,HBA1,JUN,H1FX,TRAC
-20.306755,-8.134679,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,SAT1,MNDA,EGR1
15.1643505,13.163507,Naive CD20+ B IGKC-,IGHM,IGLC1,CD79B,CD74,CD79A,HLA-DRA,MS4A1,TCL1A
15.532206,-2.315912,NK,GNLY,NKG7,CCL4,TYROBP,KLRD1,HBA1,PRF1,CMC1
15.015905,15.487056,Naive CD20+ B IGKC+,IGKC,IGHM,IGLC2,HLA-DRA,CD74,CD79A,IGLC3,IGHD
-1.5773678,-10.721649,CD4+ T naive,JUNB,AL499604.1,HBA2,FOS,TPT1,TNFAIP3,MALAT1,HBA1
11.460447,15.869186,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,MS4A1,TCL1A
-9.141611,11.458257,Reticulocyte,MALAT1,HBD,HBM,AHSP,TPT1,HBB,HBA1,HBA2
-16.56358,-7.853321,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,NEAT1,SAT1,VCAN,CTSS
2.2999516,4.8801394,Erythroblast,PRDX2,HBD,CA1,AHSP,HBB,HBM,TMSB10,HMGB2
-12.508742,12.82189,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,TPT1,AHSP
-4.029737,-9.570519,CD4+ T activated,FOS,IL7R,DUSP2,TRBC1,ANXA1,ITGB1,CRIP1,JUN
-17.925446,-6.9854026,CD14+ Mono,S100A8,S100A9,LYZ,MNDA,S100A12,LGALS1,FCN1,AC020656.1
-4.2938747,-13.436059,CD4+ T naive,FOS,JUNB,H1FX,CRIP1,DUSP2,JUN,TRBC2,HBM
3.756431,-13.228693,CD8+ T naive,DUSP2,CD8,JUN,CD8A,FOSB,H1FX,NUCB2,SAT1
8.29733,-9.842605,CD8+ T naive,CD8B,CD8,JUN,IL7R,KLRK1,LINC02446,H1FX,CD7
15.287405,15.935292,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,TCL1A,CD79A,IGHD,MS4A1
9.2643585,0.46885648,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMH,CD8B,GZMB,KLRK1,PRF1
-6.2506695,6.5137544,Normoblast,HBB,HBA1,TPT1,HBA2,SLC25A37,HBD,TMCC2,JUNB
-1.6464157,-11.468219,CD4+ T naive,IL7R,TNFAIP3,AL499604.1,ANXA1,MALAT1,TPT1,BCL11B,FOS
-4.0804005,-8.91266,CD4+ T activated,CRIP1,MALAT1,GPR183,ITGB1,NEAT1,HBA1,KLRB1,IL7R
15.65566,11.618721,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79B,MS4A1,CD79A,HLA-DRB1
-0.1229676,-8.842417,CD4+ T activated,IL7R,NEAT1,GPR183,JUNB,IGKC,TRBC2,ANXA1,CD7
16.28754,15.875581,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,CD79B,HLA-DQA1
-18.282368,-10.041453,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,AC020916.1,EGR1,MCL1
-20.037615,-3.9886637,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,NEAT1,AC020916.1,RETN
14.908703,16.694977,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,TCL1A,IGHD,CD74,CD79B
15.457253,11.149214,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,TCL1A,CD79A,HLA-DRB1,IGHD
4.0120144,8.867807,Erythroblast,HBD,HBM,CA1,HIST1H4C,PRDX2,AHSP,HBB,TUBA1B
16.514877,15.711246,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,CD79B,HLA-DRB1,JUN
8.958182,14.153954,Transitional B,IGHM,CD79B,IGLC1,HLA-DRA,TCL1A,CD24,IGLC2,CD79A
0.5871134,-9.739584,CD4+ T naive,IL7R,MALAT1,IGKC,FOS,SAT1,TRAT1,H1FX,BCL11B
0.109515764,-14.837329,CD4+ T naive,JUN,JUNB,FOS,TRBC1,SAT1,TRAC,AL499604.1,TNFAIP3
-5.755166,-6.982321,CD4+ T activated,CITED2,FOS,JUN,KLF6,CRIP1,KLRB1,ZFP36,ANXA1
-11.363883,13.687281,Reticulocyte,MALAT1,HBM,HBB,HBA2,HBD,HBA1,TPT1,AHSP
-15.977712,-9.687732,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,AC020916.1,LGALS1,FOS
2.3180935,-12.936942,CD4+ T naive,JUNB,AL499604.1,HBA2,MALAT1,MARCKSL1,HIST1H4C,IRF1,TNFAIP3
5.068199,-10.785628,CD8+ T naive,CD8,CD8A,CD8B,AIF1,MALAT1,CD69,HBD,KLRK1
16.208885,16.619198,Naive CD20+ B IGKC+,IGKC,IGHM,CD74,CD79A,HLA-DRA,TCL1A,MS4A1,HLA-DRB1
-0.21818551,-15.868526,CD4+ T naive,JUNB,FOS,TRBC1,JUN,AL499604.1,CD69,TNFAIP3,TRAC
-7.5432577,13.979298,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,CA1,TPT1
-19.755524,-7.8389263,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,AC020916.1,LGALS1,ANXA1
-1.2342057,-9.83946,CD4+ T activated,FOS,DUSP2,H1FX,MALAT1,TRBC2,TPT1,NEAT1,HBD
-3.9906363,-7.755249,CD4+ T activated,IL7R,CRIP1,MALAT1,KLRB1,S100A11,GPR183,TPT1,ZFP36
-14.343798,14.121404,Reticulocyte,MALAT1,HBB,HBA2,HBD,HBA1,TPT1,HBM,AHSP
-18.264816,-8.611907,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,NEAT1,MNDA,FCN1,VCAN
-6.5547333,9.685882,Reticulocyte,HBB,MALAT1,HBA2,HBA1,TPT1,HBD,HBM,AHSP
1.0148689,-13.62313,CD4+ T naive,H1FX,AL499604.1,HBD,TPT1,JUN,IGKC,IL7R,MARCKSL1
-18.990929,-9.539439,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,S100A12,FOS,SAT1
-19.564022,-8.487955,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,AC020916.1,S100A12,FOS,FCN1
-5.4910917,-8.2476635,CD4+ T activated,IL7R,FOS,H1FX,CRIP1,ANXA1,KLF6,S100A11,PPP2R5C
16.205807,15.384419,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,HLA-DRB1,MS4A1
-16.685905,-9.28304,CD14+ Mono,S100A9,S100A8,LYZ,SAT1,NEAT1,AC020916.1,FCN1,RHOB
1.0362661,6.6713634,Erythroblast,HBB,HBD,MALAT1,HBM,CA1,HBA1,HBA2,HMGB2
-0.17115039,-11.658716,CD4+ T naive,IL7R,JUNB,TRBC2,FOS,HIST1H4C,ARL4C,HBD,TPT1
15.883946,14.877204,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,MS4A1,IGHD,CD74,IGLC2
2.187357,4.121592,Erythroblast,HBM,HBB,HBD,CA1,AHSP,HBA1,HMGB2,HBA2
-5.612744,6.590856,Normoblast,HBB,HBA2,HBA1,HBD,TPT1,SLC25A37,ARL4A,HBM
13.857387,15.874508,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,MS4A1,TCL1A,CD74,HLA-DRB1
-17.335197,12.030585,Reticulocyte,MALAT1,HBA1,HBB,HBA2,TPT1,FOS,HIST1H4C,CD69
-15.480722,13.436351,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,CA1,TPT1,AHSP
-16.071857,12.624685,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,FOS,HIST1H4C
-4.165451,-6.3699102,CD4+ T activated,CRIP1,SAT1,IL7R,FOS,S100A11,KLF6,LGALS1,ITGB1
-2.458418,-13.301983,CD4+ T naive,MALAT1,PCED1B-AS1,JUNB,TRBC1,ARL4C,CRIP1,IL7R,TNFAIP3
-11.694654,13.810778,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBA1,TPT1,CA1,HBD
-6.232003,10.5424595,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBD,CA1,HBM,TPT1
-10.669315,13.365099,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,HBM,TPT1,AHSP
0.9569575,-14.55142,CD4+ T activated,JUN,TRBC1,AL499604.1,HIST1H4C,DUSP2,TRAC,H1FX,TPT1
10.08218,-10.366298,CD8+ T naive,CD8B,LINC02446,CD8,CD8A,JUN,HBA1,JUNB,CD69
3.7636156,-12.68008,CD4+ T naive,JUNB,CD7,HBD,UBE2S,JUN,FOS,CD3E,TRAC
-18.167183,-6.573646,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,FCN1,NEAT1,S100A12
15.3187275,11.632127,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,MS4A1,CD79A,HLA-DPB1,HLA-DRB1
15.7534685,16.652088,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,IGHD,TCL1A
3.18932,8.38964,Erythroblast,HIST1H4C,HBD,HBM,PRDX2,AHSP,TUBA1B,HBB,CA1
-17.887535,-3.4222841,CD14+ Mono,LYZ,S100A8,S100A9,AC020656.1,LGALS1,HIST1H4C,AC020916.1,RNASE2
-17.813004,-9.922768,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020916.1,SAT1,FCN1,AC020656.1
15.739214,-1.5126942,NK,GNLY,NKG7,CCL4,KLRD1,CLIC3,GZMB,CTSW,PRF1
10.283614,13.620779,Transitional B,IGHM,IGLC2,CD79B,TCL1A,IGLC3,HLA-DRA,CD79A,VPREB3
13.351033,12.7480545,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD79A,MS4A1,IGHD,CD79B
-7.382175,10.771667,Reticulocyte,HBM,MALAT1,HBB,TPT1,HBA1,HBD,HBA2,AHSP
15.653053,16.677021,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,JUN,IGHD,TCL1A
14.858467,13.854174,Naive CD20+ B IGKC-,IGKC,IGHM,IGLC2,HLA-DRA,CD74,CD79A,IGHD,TCL1A
16.545527,16.28558,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,MS4A1,HLA-DRB1,IGHD
0.11150204,-9.396436,CD4+ T naive,HIST1H1D,SAT1,H1FX,HBD,ARL4C,TPT1,MALAT1,IGKC
7.4996386,14.150621,Transitional B,IGLC2,TCL1A,CD79B,IGHM,CD24,FOS,AFF3,BACH2
-18.76624,-9.687983,CD14+ Mono,S100A9,S100A8,LYZ,AC020916.1,NEAT1,SAT1,ANXA1,FOS
-13.380213,14.832937,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBM,HBA1,AHSP,TPT1
-15.002087,-9.014437,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,SAT1,CST3,FCN1,KLF6
-0.30286106,-13.817272,CD4+ T naive,JUNB,FOS,HBA2,H1FX,MALAT1,CD69,HBB,TPT1
16.836563,15.659374,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,MS4A1,TCL1A,CD69
-10.378709,12.7411995,Reticulocyte,MALAT1,HBM,HBB,HBA2,HBD,HBA1,TPT1,AHSP
-20.556343,-6.96945,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,AC020916.1,EGR1,FCN1,MNDA
-17.646072,-4.680602,CD14+ Mono,S100A8,S100A9,LYZ,AC020656.1,FCN1,VCAN,LGALS1,MNDA
2.0494907,3.7683403,Erythroblast,HBB,HBA1,AHSP,TMSB10,HBD,HMGB2,HBA2,TPT1
4.611064,-13.468107,CD8+ T naive,JUN,GZMK,FOS,MALAT1,IL7R,CD8,IRF1,PCED1B-AS1
-1.8986442,-8.437553,CD4+ T activated,IL7R,S100A11,JUNB,ZFP36,NEAT1,KLRB1,CRIP1,HBD
15.191642,10.644112,Naive CD20+ B IGKC-,IGHM,IGLC2,CD74,HLA-DRA,CD79A,JUN,IGHD,HLA-DRB1
16.243332,16.234612,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,CD79A,HLA-DQA1,IGHD
-20.028038,-7.818791,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,LGALS1,FCN1,MNDA,NEAT1
-4.26516,-9.390764,CD4+ T activated,FOS,IL7R,KLRB1,TPT1,CITED2,CRIP1,TRBC1,JUN
2.2090218,-13.057781,CD4+ T naive,H1FX,HBA2,HBB,CD69,CRIP1,ANXA1,TPT1,HBA1
-20.865646,-6.367103,CD14+ Mono,S100A8,S100A9,LYZ,NEAT1,S100A12,AC020916.1,LGALS1,FOS
14.586887,16.34613,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,TCL1A,CD74,CD79B,HLA-DRB1
-18.074749,-9.318176,CD14+ Mono,S100A9,S100A8,LYZ,SAT1,AC020916.1,NEAT1,LGALS1,FCN1
-20.58952,-4.7193274,CD14+ Mono,S100A8,S100A9,LYZ,LGALS1,AC020916.1,FCN1,S100A12,AC020656.1
-5.111575,-10.179501,CD4+ T activated,SAT1,DUSP2,IL7R,FOS,JUN,CITED2,AL499604.1,JUNB
1.9881964,-13.863819,CD4+ T naive,FOS,JUNB,AL499604.1,CD69,CITED2,IL7R,DUSP2,HBA2
15.748771,11.109596,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,HLA-DQA1,HLA-DRB1,HLA-DPB1
-15.000566,-6.3535814,CD14+ Mono,S100A9,S100A8,LYZ,FCN1,NEAT1,CTSS,HIST1H4C,AC020656.1
2.1121798,-15.391592,CD4+ T naive,FOS,JUN,TRBC1,JUNB,AL499604.1,TRBC2,HIST1H4C,H1FX
-15.79239,13.82848,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBM,CA1,TPT1,HBD
-19.70332,-5.590061,CD14+ Mono,S100A8,S100A9,LYZ,S100A12,MNDA,CTSS,AC020916.1,FCN1
-13.280576,10.389072,Reticulocyte,MALAT1,HBA1,HBB,HBA2,HBD,TPT1,AHSP,FOS
4.769618,9.084385,Erythroblast,HIST1H4C,HBD,HBM,PRDX2,AHSP,HBB,TUBA1B,HMGB2
-10.537662,14.921447,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,HBM,TPT1,CA1
2.1593685,-14.267224,CD4+ T naive,H1FX,JUNB,FOS,TRBC1,HBD,HBB,BCL11B,DDIT4
-10.174595,11.23629,Reticulocyte,MALAT1,HBD,HBA1,HBB,TPT1,HBA2,AHSP,BLVRB
-17.09972,-9.677416,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,SAT1,AC020916.1,VCAN,FCN1
-4.2577095,6.711758,Normoblast,HBB,CA1,HBD,HBA2,TPT1,HBA1,SLC25A37,ARL4A
15.513338,12.663202,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,TCL1A,IGLC1,MS4A1,CD79A,IGHD
-14.363122,14.013884,Reticulocyte,MALAT1,HBA2,HBB,CA1,HBD,HBA1,HBM,TPT1
-0.14499916,-10.425858,CD4+ T naive,ARL4C,MALAT1,AL499604.1,SAT1,H1FX,PRKCQ-AS1,TRAT1,PIK3IP1
1.3040509,-12.344076,CD4+ T naive,JUNB,HBB,AL499604.1,HBA2,JUN,CD69,MALAT1,ANXA1
14.874352,10.829971,Naive CD20+ B IGKC-,IGHM,IGLC2,CD74,HLA-DRA,IGLC3,CD79A,HLA-DRB1,IGHD
-2.769977,7.0045176,Normoblast,HBM,HBD,HBB,CA1,HBA2,HBA1,PRDX2,SLC25A37
-1.9141951,-6.7465563,CD4+ T activated,CRIP1,S100A11,MALAT1,HBD,FOS,LGALS1,ANXA1,HBB
-19.713978,-7.963593,CD14+ Mono,S100A8,S100A9,LYZ,AC020916.1,NEAT1,LGALS1,CTSS,AC020656.1
15.882613,11.00823,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79A,MS4A1,HLA-DRB1,IGHD
9.938394,13.717111,Transitional B,IGHM,IGLC3,IGLC2,CD79B,TCL1A,SAT1,HLA-DRA,CD24
16.573763,15.862478,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD79B,CD79A,HLA-DQA1
-19.75626,-9.165749,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FOS,MNDA,S100A12,SAT1
1.9914594,4.7918043,Erythroblast,CA1,HBD,HBM,PRDX2,AHSP,HBB,TMSB10,HBA1
-4.5972667,-8.589165,CD4+ T activated,CD69,ANXA1,FOS,DUSP2,AL499604.1,CD7,HBA1,IL7R
-8.487186,12.971314,Reticulocyte,MALAT1,HBB,HBD,HBA2,HBA1,CA1,AHSP,TPT1
-3.068101,-11.318777,CD4+ T activated,IRF1,TNFAIP3,FOS,ANXA1,CD69,VMP1,GPR183,SAT1
-18.193504,-7.422264,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,FCN1,NEAT1,S100A12
-4.8831844,-10.354456,CD4+ T activated,ANXA1,JUN,FOS,IL7R,H1FX,MALAT1,CD69,FOSB
-17.4346,-7.115342,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,VCAN,MNDA,JUN,NAMPT
-17.24663,-9.443115,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,LGALS1,SAT1,FOS,AC020916.1
3.4257898,8.29336,Erythroblast,HIST1H4C,HBD,CA1,HBM,AHSP,PRDX2,HBB,HBA2
3.5830154,7.853444,Erythroblast,HIST1H4C,HBM,HBD,AHSP,PRDX2,HBB,HBA2,TUBA1B
-2.8344812,-12.880155,CD4+ T naive,JUN,FOS,JUNB,SAT1,H1FX,GIMAP7,ANXA1,TPT1
-5.0901613,7.27153,Normoblast,HBB,HBA2,HBD,TPT1,HBM,CA1,HBA1,ARL4A
-4.717783,-8.160474,CD4+ T activated,JUN,IL7R,DUSP2,FOS,JUNB,ANXA1,SAT1,CD69
-8.120489,12.110054,Reticulocyte,MALAT1,HBB,HBA2,HBM,HBA1,HBD,TPT1,CA1
12.5959835,15.9477,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD79B,CD79A,TCL1A
-6.221855,5.8811674,Normoblast,HBB,HBA1,HBA2,TPT1,SLC25A37,HBD,ARL4A,TMCC2
-4.8885746,-9.875841,CD4+ T activated,FOS,KLF6,AL499604.1,JUN,SAT1,CRIP1,FOSB,AHNAK
16.5736,16.319525,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,CD74,IGHD,TCL1A,HLA-DRB1
-11.357732,14.40404,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,AHSP,CA1,TPT1
-5.392608,-8.232085,CD4+ T activated,KLRB1,AL499604.1,FOS,TRBC2,IL7R,GPR183,AHNAK,JUN
-18.877808,-5.147354,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,S100A12,FCN1,NEAT1
-5.869012,6.77551,Normoblast,HBB,HBA1,HBA2,HBD,TPT1,SLC25A37,HBM,ARL4A
13.526243,15.659811,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,TCL1A,CD79A,MS4A1,IGHD
8.646649,15.592888,Transitional B,IGHM,IGKC,TCL1A,IGLC1,CD79B,HLA-DRA,CD79A,CD37
-18.016594,-4.074793,CD14+ Mono,LYZ,S100A9,S100A8,LGALS1,AC020656.1,HIST1H4C,JUNB,FCN1
2.3840332,4.6308107,Erythroblast,HBB,HBD,HIST1H4C,HBA1,HBM,AHSP,HBA2,HMGB2
-4.3917933,5.7907743,Normoblast,HBM,HBB,SLC25A37,HBA2,HBA1,CA1,TPT1,HBD
-5.90117,12.423361,Reticulocyte,MALAT1,HBB,HBA2,HBA1,HBD,HBM,CA1,TPT1
15.312818,16.20885,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,CD79B,MS4A1,HLA-DRB1
-8.635833,12.344368,Reticulocyte,MALAT1,HBM,HBD,HBB,HBA1,HBA2,AHSP,TPT1
3.2150736,6.308359,Erythroblast,HIST1H4C,HBM,HBD,HBB,AHSP,PRDX2,CA1,HIST1H1B
