gene,mean_contribution,sem_contribution,cell_type
RPAP2,5.24e-05,0.0,Reticulocyte
GFI1,8e-07,0.0,Reticulocyte
EVI5,0.0,0.0,Reticulocyte
DIPK1A,0.0,0.0,Reticulocyte
MTF2,0.0,0.0,Reticulocyte
TMED5,0.0,0.0,Reticulocyte
CCDC18,0.0,0.0,Reticulocyte
CCDC18-AS1,0.0001763,0.0,Reticulocyte
DR1,0.0,0.0,Reticulocyte
FNBP1L,0.0,0.0,Reticulocyte
BCAR3,0.0,0.0,Reticulocyte
DNTTIP2,0.0,0.0,Reticulocyte
GCLM,0.0,0.0,Reticulocyte
ARHGAP29,0.0,0.0,Reticulocyte
ABCD3,0.0,0.0,Reticulocyte
CNN3,0.0,0.0,Reticulocyte
ALG14,0.0,0.0,Reticulocyte
TLCD4,0.0002314,0.0,Reticulocyte
RWDD3,0.0,0.0,Reticulocyte
PTBP2,0.0,0.0,Reticulocyte
DPYD,0.0,0.0,Reticulocyte
AGL,1.9e-05,0.0,Reticulocyte
AC118553.1,0.0,0.0,Reticulocyte
SLC35A3,0.0,0.0,Reticulocyte
MFSD14A,0.0,0.0,Reticulocyte
SASS6,0.0,0.0,Reticulocyte
TRMT13,0.0,0.0,Reticulocyte
DBT,0.0,0.0,Reticulocyte
RTCA-AS1,7.4e-06,0.0,Reticulocyte
RTCA,0.0,0.0,Reticulocyte
CDC14A,0.0,0.0,Reticulocyte
EXTL2,0.0,0.0,Reticulocyte
SLC30A7,0.0,0.0,Reticulocyte
DPH5,0.0,0.0,Reticulocyte
AC093157.1,0.0,0.0,Reticulocyte
AL109741.1,0.0,0.0,Reticulocyte
S1PR1,0.0001523,0.0,Reticulocyte
RNPC3,0.0,0.0,Reticulocyte
AMY2B,0.0,0.0,Reticulocyte
PRMT6,0.0,0.0,Reticulocyte
VAV3,0.0,0.0,Reticulocyte
LINC02785,0.0,0.0,Reticulocyte
SLC25A24,0.0,0.0,Reticulocyte
AL359258.2,0.0,0.0,Reticulocyte
FAM102B,0.0,0.0,Reticulocyte
HENMT1,0.0,0.0,Reticulocyte
PRPF38B,0.0,0.0,Reticulocyte
STXBP3,0.0,0.0,Reticulocyte
GPSM2,0.0,0.0,Reticulocyte
CLCC1,0.0,0.0,Reticulocyte
WDR47,0.0,0.0,Reticulocyte
TAF13,0.0,0.0,Reticulocyte
AL356488.3,0.0,0.0,Reticulocyte
TMEM167B,0.0,0.0,Reticulocyte
AL356488.2,0.0,0.0,Reticulocyte
KIAA1324,0.0,0.0,Reticulocyte
SARS,0.0,0.0,Reticulocyte
PSRC1,0.0,0.0,Reticulocyte
SORT1,0.0,0.0,Reticulocyte
PSMA5,0.0,0.0,Reticulocyte
ATXN7L2,0.0,0.0,Reticulocyte
CYB561D1,0.0,0.0,Reticulocyte
GNAI3,0.0,0.0,Reticulocyte
AMPD2,0.0,0.0,Reticulocyte
GSTM4,0.0,0.0,Reticulocyte
GSTM2,0.0,0.0,Reticulocyte
GSTM3,0.0,0.0,Reticulocyte
CSF1,0.0,0.0,Reticulocyte
AHCYL1,0.0,0.0,Reticulocyte
STRIP1,0.0,0.0,Reticulocyte
AL160006.1,0.0,0.0,Reticulocyte
KCNC4,0.0,0.0,Reticulocyte
RBM15,0.0,0.0,Reticulocyte
LAMTOR5-AS1,0.0,0.0,Reticulocyte
SLC16A4,0.0,0.0,Reticulocyte
AL355488.1,0.0,0.0,Reticulocyte
LAMTOR5,0.0,0.0,Reticulocyte
AL365361.1,0.0,0.0,Reticulocyte
KCNA3,0.0,0.0,Reticulocyte
CD53,0.0,0.0,Reticulocyte
AL360270.1,0.0,0.0,Reticulocyte
LRIF1,0.0,0.0,Reticulocyte
AL360270.3,0.0,0.0,Reticulocyte
DRAM2,0.0,0.0,Reticulocyte
CEPT1,0.0,0.0,Reticulocyte
AL355816.2,0.0,0.0,Reticulocyte
DENND2D,0.0002568,0.0,Reticulocyte
CHI3L2,1.48e-05,0.0,Reticulocyte
WDR77,0.0,0.0,Reticulocyte
ATP5PB,0.0,0.0,Reticulocyte
C1orf162,0.001324,0.0001221,Reticulocyte
RAP1A,0.0,0.0,Reticulocyte
INKA2,0.0,0.0,Reticulocyte
AL049557.1,0.0,0.0,Reticulocyte
DDX20,0.0,0.0,Reticulocyte
CTTNBP2NL,0.0,0.0,Reticulocyte
WNT2B,0.0,0.0,Reticulocyte
ST7L,0.0,0.0,Reticulocyte
CAPZA1,0.0,0.0,Reticulocyte
MOV10,0.0,0.0,Reticulocyte
RHOC,4.88e-05,0.0,Reticulocyte
PPM1J,0.0,0.0,Reticulocyte
SLC16A1,0.0,0.0,Reticulocyte
SLC16A1-AS1,7.45e-06,0.0,Reticulocyte
LRIG2-DT,0.0,0.0,Reticulocyte
LRIG2,0.0,0.0,Reticulocyte
MAGI3,0.0,0.0,Reticulocyte
PHTF1,0.0,0.0,Reticulocyte
RSBN1,0.0,0.0,Reticulocyte
PTPN22,9.584e-05,0.0,Reticulocyte
AP4B1-AS1,0.0,0.0,Reticulocyte
BCL2L15,0.0,0.0,Reticulocyte
AP4B1,1.2e-06,0.0,Reticulocyte
DCLRE1B,0.0,0.0,Reticulocyte
HIPK1-AS1,6.056e-05,0.0,Reticulocyte
HIPK1,0.0,0.0,Reticulocyte
TRIM33,0.0,0.0,Reticulocyte
BCAS2,0.0,0.0,Reticulocyte
NRAS,0.0,0.0,Reticulocyte
CSDE1,0.0,0.0,Reticulocyte
SIKE1,0.0,0.0,Reticulocyte
TSPAN2,0.0,0.0,Reticulocyte
VANGL1,0.0,0.0,Reticulocyte
SLC22A15,0.0,0.0,Reticulocyte
ATP1A1,0.0,0.0,Reticulocyte
ATP1A1-AS1,1.5e-05,0.0,Reticulocyte
CD58,0.0,0.0,Reticulocyte
CD2,0.001763,0.0001365,Reticulocyte
CD101,0.0,0.0,Reticulocyte
TTF2,0.0,0.0,Reticulocyte
TRIM45,0.0,0.0,Reticulocyte
MAN1A2,0.0,0.0,Reticulocyte
TENT5C,0.0,0.0,Reticulocyte
GDAP2,0.0,0.0,Reticulocyte
WDR3,0.0,0.0,Reticulocyte
WARS2,0.0,0.0,Reticulocyte
WARS2-AS1,0.0,0.0,Reticulocyte
ZNF697,0.0,0.0,Reticulocyte
PHGDH,0.0,0.0,Reticulocyte
NOTCH2,0.0,0.0,Reticulocyte
SEC22B,0.0,0.0,Reticulocyte
NBPF26,0.0,0.0,Reticulocyte
AC253572.2,0.0002608,0.0,Reticulocyte
LINC00623,0.0002916,0.0,Reticulocyte
FCGR1B,0.0,0.0,Reticulocyte
FAM72B,0.0,0.0,Reticulocyte
SRGAP2C,0.0,0.0,Reticulocyte
AL592494.2,0.0,0.0,Reticulocyte
LINC02591,0.0,0.0,Reticulocyte
LINC02802,0.0,0.0,Reticulocyte
NBPF15,0.0,0.0,Reticulocyte
SRGAP2B,0.0,0.0,Reticulocyte
AC245014.3,5.35e-05,0.0,Reticulocyte
NBPF20,0.0,0.0,Reticulocyte
GPR89A,0.0,0.0,Reticulocyte
CD160,2.97e-05,0.0,Reticulocyte
RNF115,0.0,0.0,Reticulocyte
POLR3C,0.0,0.0,Reticulocyte
NUDT17,0.0,0.0,Reticulocyte
PIAS3,0.0,0.0,Reticulocyte
ANKRD35,0.0,0.0,Reticulocyte
PEX11B,0.0,0.0,Reticulocyte
RBM8A,0.0,0.0,Reticulocyte
LIX1L-AS1,0.0,0.0,Reticulocyte
LIX1L,0.0,0.0,Reticulocyte
POLR3GL,0.0,0.0,Reticulocyte
TXNIP,0.0,0.0,Reticulocyte
AC239799.2,3.785e-05,0.0,Reticulocyte
LINC01719,0.0,0.0,Reticulocyte
NBPF10,0.0,0.0,Reticulocyte
NOTCH2NLA,0.0,0.0,Reticulocyte
AC239799.1,0.0,0.0,Reticulocyte
AC245407.2,8.726e-05,0.0,Reticulocyte
NBPF12,0.0,0.0,Reticulocyte
PRKAB2,0.0,0.0,Reticulocyte
AC242426.2,0.0,0.0,Reticulocyte
FMO5,0.0,0.0,Reticulocyte
CHD1L,0.0,0.0,Reticulocyte
BCL9,0.0,0.0,Reticulocyte
ACP6,0.0,0.0,Reticulocyte
GPR89B,0.0,0.0,Reticulocyte
NBPF11,0.0,0.0,Reticulocyte
LINC02805,0.0,0.0,Reticulocyte
LINC01138,8.863e-05,0.0,Reticulocyte
PPIAL4G,0.0,0.0,Reticulocyte
NBPF14,0.0,0.0,Reticulocyte
NUDT4B,0.0,0.0,Reticulocyte
PDE4DIP,0.0,0.0,Reticulocyte
NBPF9,0.0,0.0,Reticulocyte
AC245297.3,0.0,0.0,Reticulocyte
AC245297.2,0.0,0.0,Reticulocyte
NOTCH2NLC,0.0,0.0,Reticulocyte
NBPF19,0.0,0.0,Reticulocyte
FCGR1A,0.0,0.0,Reticulocyte
HIST2H2BF,2.825e-05,0.0,Reticulocyte
HIST2H3D,0.0,0.0,Reticulocyte
HIST2H2AA4,0.0,0.0,Reticulocyte
HIST2H4B,0.0,0.0,Reticulocyte
AC239868.1,0.0,0.0,Reticulocyte
HIST2H2BE,8.46e-06,0.0,Reticulocyte
HIST2H2AC,0.0,0.0,Reticulocyte
HIST2H2AB,0.0,0.0,Reticulocyte
BOLA1,0.0,0.0,Reticulocyte
SV2A,0.0,0.0,Reticulocyte
SF3B4,0.0,0.0,Reticulocyte
MTMR11,0.0,0.0,Reticulocyte
OTUD7B,0.0,0.0,Reticulocyte
AC244033.2,0.0,0.0,Reticulocyte
VPS45,0.0,0.0,Reticulocyte
PLEKHO1,0.0,0.0,Reticulocyte
ANP32E,0.0,0.0,Reticulocyte
APH1A,0.0,0.0,Reticulocyte
C1orf54,0.0,0.0,Reticulocyte
MRPS21,0.0,0.0,Reticulocyte
PRPF3,0.0,0.0,Reticulocyte
RPRD2,0.0,0.0,Reticulocyte
TARS2,0.0,0.0,Reticulocyte
ADAMTSL4,0.0,0.0,Reticulocyte
ADAMTSL4-AS1,0.0,0.0,Reticulocyte
MCL1,0.001329,0.0001495,Reticulocyte
ENSA,0.0,0.0,Reticulocyte
GOLPH3L,0.0,0.0,Reticulocyte
CTSS,0.001514,0.0001221,Reticulocyte
CTSK,0.0,0.0,Reticulocyte
ARNT,0.0,0.0,Reticulocyte
SETDB1,0.0,0.0,Reticulocyte
CERS2,0.0,0.0,Reticulocyte
MINDY1,0.0,0.0,Reticulocyte
PRUNE1,0.0,0.0,Reticulocyte
C1orf56,0.0,0.0,Reticulocyte
CDC42SE1,0.0,0.0,Reticulocyte
MLLT11,7.8e-06,0.0,Reticulocyte
GABPB2,0.0,0.0,Reticulocyte
SEMA6C,0.0,0.0,Reticulocyte
TNFAIP8L2,0.0,0.0,Reticulocyte
SCNM1,0.0,0.0,Reticulocyte
VPS72,0.0,0.0,Reticulocyte
PIP5K1A,0.0,0.0,Reticulocyte
PSMD4,0.0,0.0,Reticulocyte
ZNF687-AS1,0.0,0.0,Reticulocyte
ZNF687,0.0,0.0,Reticulocyte
PI4KB,0.0,0.0,Reticulocyte
RFX5,0.0,0.0,Reticulocyte
AL391069.2,0.0,0.0,Reticulocyte
SELENBP1,0.003113,0.0001831,Reticulocyte
PSMB4,0.0,0.0,Reticulocyte
POGZ,0.0,0.0,Reticulocyte
SNX27,0.0,0.0,Reticulocyte
MRPL9,0.0,0.0,Reticulocyte
TDRKH,0.0,0.0,Reticulocyte
TDRKH-AS1,0.0,0.0,Reticulocyte
THEM4,6.29e-05,0.0,Reticulocyte
S100A10,0.0,0.0,Reticulocyte
S100A11,0.002474,0.000259,Reticulocyte
S100A9,0.002068,0.0002024,Reticulocyte
S100A12,0.0004766,0.0,Reticulocyte
S100A8,0.002172,0.0002115,Reticulocyte
S100A6,0.0,0.0,Reticulocyte
S100A4,0.0,0.0,Reticulocyte
S100A13,0.0,0.0,Reticulocyte
AL162258.2,0.0,0.0,Reticulocyte
CHTOP,0.0,0.0,Reticulocyte
SNAPIN,0.0,0.0,Reticulocyte
ILF2,0.0,0.0,Reticulocyte
INTS3,0.0,0.0,Reticulocyte
SLC27A3,0.0,0.0,Reticulocyte
GATAD2B,0.0,0.0,Reticulocyte
AL358472.5,0.0,0.0,Reticulocyte
DENND4B,0.0,0.0,Reticulocyte
CRTC2,0.0,0.0,Reticulocyte
SLC39A1,0.0,0.0,Reticulocyte
AL358472.4,0.0,0.0,Reticulocyte
CREB3L4,0.0,0.0,Reticulocyte
JTB,0.0,0.0,Reticulocyte
AL358472.2,0.0,0.0,Reticulocyte
RAB13,0.0,0.0,Reticulocyte
TPM3,0.0,0.0,Reticulocyte
C1orf43,0.0,0.0,Reticulocyte
UBAP2L,0.0,0.0,Reticulocyte
HAX1,0.0,0.0,Reticulocyte
ATP8B2,6.16e-05,0.0,Reticulocyte
IL6R,0.00011396,0.0,Reticulocyte
UBE2Q1,0.0,0.0,Reticulocyte
ADAR,0.0,0.0,Reticulocyte
PMVK,0.0,0.0,Reticulocyte
AL451085.1,0.0,0.0,Reticulocyte
PBXIP1,0.000447,0.0,Reticulocyte
PYGO2,0.0,0.0,Reticulocyte
AL451085.2,0.0,0.0,Reticulocyte
SHC1,0.0,0.0,Reticulocyte
CKS1B,0.0,0.0,Reticulocyte
FLAD1,0.0,0.0,Reticulocyte
ZBTB7B,0.0,0.0,Reticulocyte
ADAM15,0.0,0.0,Reticulocyte
EFNA4,0.0,0.0,Reticulocyte
EFNA3,0.0,0.0,Reticulocyte
SLC50A1,0.0,0.0,Reticulocyte
DPM3,0.0,0.0,Reticulocyte
KRTCAP2,0.0,0.0,Reticulocyte
TRIM46,0.0,0.0,Reticulocyte
MUC1,0.0,0.0,Reticulocyte
THBS3,0.0,0.0,Reticulocyte
MTX1,0.0,0.0,Reticulocyte
GBA,0.0,0.0,Reticulocyte
FAM189B,0.0,0.0,Reticulocyte
SCAMP3,0.0,0.0,Reticulocyte
CLK2,0.0,0.0,Reticulocyte
PKLR,0.0,0.0,Reticulocyte
FDPS,0.0,0.0,Reticulocyte
RUSC1-AS1,0.0,0.0,Reticulocyte
RUSC1,0.0,0.0,Reticulocyte
ASH1L,0.0,0.0,Reticulocyte
ASH1L-AS1,0.0,0.0,Reticulocyte
MSTO1,0.0,0.0,Reticulocyte
AL353807.5,0.0,0.0,Reticulocyte
YY1AP1,0.0,0.0,Reticulocyte
DAP3,0.0,0.0,Reticulocyte
GON4L,0.0001087,0.0,Reticulocyte
SYT11,0.0,0.0,Reticulocyte
RIT1,0.0,0.0,Reticulocyte
KHDC4,0.0,0.0,Reticulocyte
ARHGEF2,0.0,0.0,Reticulocyte
SSR2,0.0,0.0,Reticulocyte
UBQLN4,0.0,0.0,Reticulocyte
LAMTOR2,0.0,0.0,Reticulocyte
MEX3A,0.0,0.0,Reticulocyte
LMNA,7.96e-05,0.0,Reticulocyte
SEMA4A,0.0,0.0,Reticulocyte
SLC25A44,0.0,0.0,Reticulocyte
PMF1,0.0,0.0,Reticulocyte
BGLAP,0.0,0.0,Reticulocyte
PAQR6,0.0,0.0,Reticulocyte
SMG5,0.0,0.0,Reticulocyte
TMEM79,0.0,0.0,Reticulocyte
GLMP,0.0,0.0,Reticulocyte
CCT3,0.0,0.0,Reticulocyte
C1orf61,0.0,0.0,Reticulocyte
MEF2D,0.0,0.0,Reticulocyte
IQGAP3,0.0,0.0,Reticulocyte
TTC24,0.0,0.0,Reticulocyte
NAXE,0.0,0.0,Reticulocyte
GPATCH4,0.0,0.0,Reticulocyte
ISG20L2,0.0,0.0,Reticulocyte
RRNAD1,0.0,0.0,Reticulocyte
MRPL24,0.0,0.0,Reticulocyte
HDGF,0.0,0.0,Reticulocyte
PRCC,0.0,0.0,Reticulocyte
SH2D2A,1.615e-05,0.0,Reticulocyte
ARHGEF11,0.0,0.0,Reticulocyte
ETV3,0.0,0.0,Reticulocyte
LINC02772,0.0,0.0,Reticulocyte
FCRL5,1.04e-05,0.0,Reticulocyte
FCRL3,2.14e-05,0.0,Reticulocyte
FCRL2,1.71e-05,0.0,Reticulocyte
FCRL1,0.000128,0.0,Reticulocyte
CD1D,0.0,0.0,Reticulocyte
CD1A,0.0,0.0,Reticulocyte
CD1C,1.615e-05,0.0,Reticulocyte
SPTA1,0.0009394,0.0,Reticulocyte
MNDA,0.000329,0.0,Reticulocyte
PYHIN1,9.686e-05,0.0,Reticulocyte
IFI16,0.0,0.0,Reticulocyte
AIM2,3.3e-06,0.0,Reticulocyte
ACKR1,0.0,0.0,Reticulocyte
FCER1A,1.067e-05,0.0,Reticulocyte
DUSP23,0.0,0.0,Reticulocyte
FCRL6,1.615e-05,0.0,Reticulocyte
TAGLN2,0.0,0.0,Reticulocyte
LINC01133,0.0,0.0,Reticulocyte
PIGM,0.0,0.0,Reticulocyte
IGSF8,0.0,0.0,Reticulocyte
PEA15,0.0,0.0,Reticulocyte
DCAF8,0.0,0.0,Reticulocyte
AL139011.1,0.0,0.0,Reticulocyte
PEX19,0.0,0.0,Reticulocyte
COPA,0.0,0.0,Reticulocyte
NCSTN,0.0,0.0,Reticulocyte
SLAMF6,4.286e-05,0.0,Reticulocyte
CD84,8.065e-05,0.0,Reticulocyte
SLAMF1,3.785e-05,0.0,Reticulocyte
CD48,0.0,0.0,Reticulocyte
SLAMF7,2.617e-05,0.0,Reticulocyte
LY9,0.0,0.0,Reticulocyte
CD244,0.0,0.0,Reticulocyte
ITLN1,0.0,0.0,Reticulocyte
F11R,0.0,0.0,Reticulocyte
TSTD1,0.0,0.0,Reticulocyte
USF1,0.0,0.0,Reticulocyte
ARHGAP30,0.0,0.0,Reticulocyte
PFDN2,0.0,0.0,Reticulocyte
NIT1,0.0,0.0,Reticulocyte
DEDD,0.0,0.0,Reticulocyte
UFC1,0.0,0.0,Reticulocyte
USP21,0.0,0.0,Reticulocyte
PPOX,0.0,0.0,Reticulocyte
B4GALT3,0.0,0.0,Reticulocyte
NDUFS2,0.0,0.0,Reticulocyte
FCER1G,0.001392,0.00010574,Reticulocyte
TOMM40L,0.0,0.0,Reticulocyte
MPZ,0.0,0.0,Reticulocyte
SDHC,0.0,0.0,Reticulocyte
AL592295.4,0.0,0.0,Reticulocyte
AL592295.5,2e-07,0.0,Reticulocyte
FCGR2A,5.16e-05,0.0,Reticulocyte
HSPA6,0.0,0.0,Reticulocyte
FCGR3A,0.0001625,0.0,Reticulocyte
FCGR2B,1.866e-05,0.0,Reticulocyte
FCRLA,9.185e-05,0.0,Reticulocyte
FCRLB,0.0,0.0,Reticulocyte
DUSP12,0.0,0.0,Reticulocyte
AL359541.1,0.0,0.0,Reticulocyte
ATF6,0.0,0.0,Reticulocyte
SH2D1B,2.366e-05,0.0,Reticulocyte
UHMK1,0.0,0.0,Reticulocyte
UAP1,0.0,0.0,Reticulocyte
HSD17B7,0.0,0.0,Reticulocyte
AL592435.1,0.0,0.0,Reticulocyte
NUF2,2.13e-05,0.0,Reticulocyte
PBX1,0.0,0.0,Reticulocyte
MGST3,0.002958,0.0001221,Reticulocyte
ALDH9A1,0.0,0.0,Reticulocyte
TMCO1,0.0,0.0,Reticulocyte
TMCO1-AS1,0.0,0.0,Reticulocyte
UCK2,0.0,0.0,Reticulocyte
AL358115.1,0.0,0.0,Reticulocyte
POGK,0.0,0.0,Reticulocyte
TADA1,0.0,0.0,Reticulocyte
GPA33,0.0,0.0,Reticulocyte
POU2F1,0.0,0.0,Reticulocyte
AL136984.1,0.0,0.0,Reticulocyte
CD247,0.0008307,6.104e-05,Reticulocyte
CREG1,0.0,0.0,Reticulocyte
AL031733.2,5.25e-06,0.0,Reticulocyte
RCSD1,0.0,0.0,Reticulocyte
MPZL1,0.0,0.0,Reticulocyte
MPC2,0.0,0.0,Reticulocyte
DCAF6,0.0,0.0,Reticulocyte
TIPRL,0.0,0.0,Reticulocyte
SFT2D2,0.0,0.0,Reticulocyte
TBX19,0.0,0.0,Reticulocyte
XCL2,7.737e-05,0.0,Reticulocyte
XCL1,8.1e-06,0.0,Reticulocyte
ATP1B1,0.0,0.0,Reticulocyte
NME7,0.0,0.0,Reticulocyte
BLZF1,0.0,0.0,Reticulocyte
SLC19A2,0.0,0.0,Reticulocyte
Z99572.1,0.0,0.0,Reticulocyte
F5,0.0,0.0,Reticulocyte
C1orf112,0.0,0.0,Reticulocyte
SELL,0.0,0.0,Reticulocyte
METTL18,0.0,0.0,Reticulocyte
SCYL3,0.0,0.0,Reticulocyte
KIFAP3,0.0,0.0,Reticulocyte
GORAB,0.0,0.0,Reticulocyte
FMO4,0.0,0.0,Reticulocyte
PRRC2C,0.0,0.0,Reticulocyte
VAMP4,0.0,0.0,Reticulocyte
EEF1AKNMT,0.0,0.0,Reticulocyte
DNM3,0.0,0.0,Reticulocyte
PIGC,0.0,0.0,Reticulocyte
SUCO,0.0,0.0,Reticulocyte
FASLG,2.8e-06,0.0,Reticulocyte
TNFSF4,0.0,0.0,Reticulocyte
AL645568.1,0.0,0.0,Reticulocyte
PRDX6,0.0,0.0,Reticulocyte
KLHL20,0.0,0.0,Reticulocyte
CENPL,0.0,0.0,Reticulocyte
DARS2,0.0,0.0,Reticulocyte
GAS5,0.0,0.0,Reticulocyte
ZBTB37,2.223e-05,0.0,Reticulocyte
RC3H1,0.0,0.0,Reticulocyte
RC3H1-IT1,0.0,0.0,Reticulocyte
LINC02776,0.0,0.0,Reticulocyte
RABGAP1L-DT,0.0,0.0,Reticulocyte
RABGAP1L,0.0,0.0,Reticulocyte
RABGAP1L-IT1,0.0,0.0,Reticulocyte
Z99127.4,5.86e-05,0.0,Reticulocyte
CACYBP,0.0,0.0,Reticulocyte
MRPS14,0.0,0.0,Reticulocyte
KIAA0040,0.000181,0.0,Reticulocyte
COP1,0.0,0.0,Reticulocyte
AL591043.2,0.0,0.0,Reticulocyte
RASAL2,0.0,0.0,Reticulocyte
C1orf220,0.0,0.0,Reticulocyte
RALGPS2,0.0003483,0.0,Reticulocyte
ANGPTL1,0.0,0.0,Reticulocyte
FAM20B,0.0,0.0,Reticulocyte
TOR3A,0.0,0.0,Reticulocyte
ABL2,0.0,0.0,Reticulocyte
SOAT1,0.0,0.0,Reticulocyte
TOR1AIP2,0.0,0.0,Reticulocyte
AL353708.3,0.0,0.0,Reticulocyte
TOR1AIP1,0.0,0.0,Reticulocyte
AL353708.1,0.0,0.0,Reticulocyte
CEP350,0.0,0.0,Reticulocyte
QSOX1,0.0,0.0,Reticulocyte
LHX4,0.0,0.0,Reticulocyte
ACBD6,0.0,0.0,Reticulocyte
XPR1,0.0,0.0,Reticulocyte
STX6,0.0,0.0,Reticulocyte
MR1,0.0,0.0,Reticulocyte
IER5,0.0,0.0,Reticulocyte
GLUL,0.0007076,8.63e-05,Reticulocyte
RNASEL,0.0,0.0,Reticulocyte
RGS16,3.24e-05,0.0,Reticulocyte
NPL,0.0,0.0,Reticulocyte
AL355999.1,0.0,0.0,Reticulocyte
DHX9,0.0,0.0,Reticulocyte
LAMC1,0.0,0.0,Reticulocyte
SMG7-AS1,0.0,0.0,Reticulocyte
SMG7,0.0,0.0,Reticulocyte
NCF2,0.0001324,0.0,Reticulocyte
ARPC5,0.0,0.0,Reticulocyte
RGL1,0.0,0.0,Reticulocyte
TSEN15,0.0,0.0,Reticulocyte
C1orf21,2.56e-05,0.0,Reticulocyte
EDEM3,0.0,0.0,Reticulocyte
NIBAN1,0.0,0.0,Reticulocyte
RNF2,0.0,0.0,Reticulocyte
TRMT1L,0.0,0.0,Reticulocyte
SWT1,0.0,0.0,Reticulocyte
IVNS1ABP,0.0,0.0,Reticulocyte
AL078644.2,0.0,0.0,Reticulocyte
TPR,0.0,0.0,Reticulocyte
ODR4,0.0,0.0,Reticulocyte
AL096803.2,0.0,0.0,Reticulocyte
PTGS2,9.9e-06,0.0,Reticulocyte
PLA2G4A,0.0,0.0,Reticulocyte
ERVMER61-1,0.0,0.0,Reticulocyte
RGS18,0.0,0.0,Reticulocyte
RGS1,0.000504,6.104e-05,Reticulocyte
AL136454.1,0.0,0.0,Reticulocyte
RGS2,0.001195,0.0001831,Reticulocyte
UCHL5,0.0,0.0,Reticulocyte
RO60,0.0,0.0,Reticulocyte
GLRX2,0.0,0.0,Reticulocyte
CDC73,0.0,0.0,Reticulocyte
CFH,0.0,0.0,Reticulocyte
ASPM,6.545e-05,0.0,Reticulocyte
ZBTB41,0.0,0.0,Reticulocyte
DENND1B,0.0,0.0,Reticulocyte
C1orf53,0.0,0.0,Reticulocyte
NEK7,0.0,0.0,Reticulocyte
PTPRC,0.0,0.0,Reticulocyte
MIR181A1HG,1.544e-05,0.0,Reticulocyte
ZNF281,0.0,0.0,Reticulocyte
KIF14,0.0,0.0,Reticulocyte
DDX59,0.0,0.0,Reticulocyte
CAMSAP2,0.0,0.0,Reticulocyte
KIF21B,1.35e-05,0.0,Reticulocyte
TMEM9,0.0,0.0,Reticulocyte
CSRP1,0.0,0.0,Reticulocyte
NAV1,4.35e-06,0.0,Reticulocyte
IPO9-AS1,0.0,0.0,Reticulocyte
IPO9,0.0,0.0,Reticulocyte
SHISA4,0.0,0.0,Reticulocyte
TIMM17A,0.0,0.0,Reticulocyte
RNPEP,0.0,0.0,Reticulocyte
ELF3-AS1,0.0,0.0,Reticulocyte
ARL8A,0.0,0.0,Reticulocyte
PTPN7,0.0001228,0.0,Reticulocyte
UBE2T,0.0,0.0,Reticulocyte
PPP1R12B,0.0,0.0,Reticulocyte
KDM5B,9.53e-05,0.0,Reticulocyte
RABIF,0.0,0.0,Reticulocyte
KLHL12,0.0,0.0,Reticulocyte
ADIPOR1,0.0,0.0,Reticulocyte
CYB5R1,0.0,0.0,Reticulocyte
TMEM183A,0.0,0.0,Reticulocyte
LINC01353,0.0,0.0,Reticulocyte
LINC01136,0.0,0.0,Reticulocyte
BTG2,0.0,0.0,Reticulocyte
ATP2B4,0.0001338,0.0,Reticulocyte
LAX1,2.56e-05,0.0,Reticulocyte
ZC3H11A,0.0,0.0,Reticulocyte
ZBED6,0.0,0.0,Reticulocyte
SNRPE,0.0,0.0,Reticulocyte
PPP1R15B,0.0,0.0,Reticulocyte
PIK3C2B,1.41e-05,0.0,Reticulocyte
MDM4,0.0,0.0,Reticulocyte
LRRN2,0.0,0.0,Reticulocyte
RBBP5,0.0,0.0,Reticulocyte
DSTYK,0.0,0.0,Reticulocyte
TMCC2,0.003439,0.000299,Reticulocyte
NUAK2,0.0,0.0,Reticulocyte
ELK4,0.0,0.0,Reticulocyte
SLC45A3,6e-08,0.0,Reticulocyte
NUCKS1,0.0,0.0,Reticulocyte
RAB29,7.296e-05,0.0,Reticulocyte
SLC41A1,0.0,0.0,Reticulocyte
CTSE,0.0,0.0,Reticulocyte
FAM72A,0.0,0.0,Reticulocyte
SRGAP2,0.0,0.0,Reticulocyte
IKBKE,0.0,0.0,Reticulocyte
AC244034.2,0.0,0.0,Reticulocyte
RASSF5,0.0,0.0,Reticulocyte
EIF2D,0.0,0.0,Reticulocyte
AL591846.2,0.0,0.0,Reticulocyte
DYRK3,0.0,0.0,Reticulocyte
MAPKAPK2,0.0,0.0,Reticulocyte
FCMR,0.0007787,8.63e-05,Reticulocyte
PFKFB2,0.0,0.0,Reticulocyte
YOD1,0.0,0.0,Reticulocyte
CD55,0.0,0.0,Reticulocyte
CR2,6e-08,0.0,Reticulocyte
CR1,0.0,0.0,Reticulocyte
CR1L,0.0,0.0,Reticulocyte
CD46,0.0,0.0,Reticulocyte
MIR29B2CHG,0.0,0.0,Reticulocyte
CD34,6.6e-07,0.0,Reticulocyte
PLXNA2,0.0,0.0,Reticulocyte
G0S2,2.84e-05,0.0,Reticulocyte
TRAF3IP3,0.0,0.0,Reticulocyte
C1orf74,0.0,0.0,Reticulocyte
UTP25,0.0,0.0,Reticulocyte
HHAT,0.0,0.0,Reticulocyte
RCOR3,0.0,0.0,Reticulocyte
